"Border Guard Post","Border crossing","Type of border crossing","Border Guard Unit","Date","Direction to / from Poland","Citizenship (code)","UE / Schengen","Number of persons (checked-in)","Number of people (evacuated)"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","AM","0","0","18"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","AT","UE","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","AZ","0","0","30"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","BY","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","BY","0","0","3"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","BY","0","0","4"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","BA","0","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CD","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","EG","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","EC","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","FR","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","GH","0","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","GE","0","0","5"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","GE","0","0","18"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","GN","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","IN","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","ID","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","IR","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","IE","UE","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","IL","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","YE","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CM","0","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CM","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CA","0","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CA","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","KZ","0","0","5"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","KZ","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CO","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CG","0","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","CU","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","LB","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","MA","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","MA","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","MD","0","0","3"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","MN","0","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","DE","UE","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","NN","0","0","4"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","NN","0","0","41"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","NG","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","NG","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","NG","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","PS","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","PL","UE","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","PT","UE","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","RU","0","0","4"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","RU","0","0","15"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","RU","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","RU","0","0","3"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","US","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","SY","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","SY","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","TJ","0","0","3"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","TJ","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","TR","0","0","4"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","TM","0","0","4"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","TM","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","7"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","2"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","27"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","3"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","3430"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","2402"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","6"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UA","0","0","13"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UZ","0","0","4"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UZ","0","0","5"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","UZ","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","GB","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","GB","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","VN","0","0","1"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","VN","0","0","9"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","VN","0","0","3"
"Medyka","Przemysl-Mosciska","railway","Bieszczadzki","2022-03-07","arrival in Poland","IT","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","DZ","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AM","0","0","8"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AM","0","0","18"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AM","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AM","0","0","8"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AU","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AT","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AZ","0","0","10"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AZ","0","0","33"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","AZ","0","0","3"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","BY","0","0","4"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","BY","0","0","18"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","BG","UE","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","ME","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","CZ","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","DK","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","EG","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","EE","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","GR","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","GE","0","0","5"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","GE","0","0","13"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","ES","UE","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NL","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","IN","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","ID","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","IQ","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","IR","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","IR","0","0","5"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","IL","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","IL","0","0","6"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","YE","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","JO","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","CA","0","0","8"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","CA","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","KZ","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","KG","0","0","3"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","LB","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","LB","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","LB","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","LB","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","LV","UE","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MK","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MT","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MA","0","0","4"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MA","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MA","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MD","0","0","3"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MD","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","MD","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","DE","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NN","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NN","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NN","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NN","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NG","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NG","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","NI","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","PK","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","PE","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","PE","0","0","4"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","PL","UE","0","31"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","PT","UE","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","RU","0","0","6"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","RU","0","0","34"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","RU","0","0","8"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","RO","UE","0","3"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","US","0","0","6"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","US","0","0","4"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","US","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","SY","0","0","5"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","TJ","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","TR","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","TR","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","TM","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","TM","0","0","3"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","18"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","4"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","3586"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","4171"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","93"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","1706"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UY","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UZ","0","0","2"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UZ","0","0","11"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","UZ","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","GB","0","0","3"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","GB","0","0","1"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","VN","0","0","4"
"Dolhobyczow","Dolhobyczow-Uhrynow","road","Nadbuzanski","2022-03-07","arrival in Poland","IT","UE","0","7"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","AF","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","AM","0","0","15"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","AU","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","AZ","0","0","3"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","AZ","0","0","10"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BY","0","0","4"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BY","0","0","9"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BY","0","0","5"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BY","0","0","13"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BA","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BR","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BR","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","BG","UE","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","CZ","UE","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","EG","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","EE","UE","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","ET","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GR","UE","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GE","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GE","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GE","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GE","0","0","6"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GE","0","0","6"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","IN","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","IN","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","IQ","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","IQ","0","0","3"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","IR","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","IR","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","JO","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","KZ","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","CU","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","KW","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","LB","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","LY","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","LY","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","LT","UE","0","10"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","LV","UE","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","MK","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","MD","0","0","3"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","DE","UE","0","23"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","DE","UE","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","NN","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","PS","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","PL","UE","0","53"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","PT","UE","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","RU","0","0","7"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","RU","0","0","30"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","RO","UE","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","RO","UE","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","US","0","0","19"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","SY","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","SY","0","0","3"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","SY","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","TJ","0","0","9"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","TR","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","TR","0","0","3"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","TM","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","TM","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","XB","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","58"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","6"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","8"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","5264"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","3153"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","3"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","120"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UA","0","0","2016"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UY","0","0","1"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","UZ","0","0","5"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","HU","UE","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GB","0","0","2"
"Dorohusk","Dorohusk-Jagodzin","road","Nadbuzanski","2022-03-07","arrival in Poland","GB","0","0","1"
